Date,pairwise_strategy_returns,hml_strategy_returns,pairwise_cumulative_returns,hml_cumulative_returns
2014-06-30,-0.0027760543290077377,-0.0015966657445569792,1.3331991591313233,1.2488749171543283
2014-07-31,0.004377098883272396,0.009245447445492886,1.3434118025652086,1.2696667720123656
2014-08-29,-0.02582760181236786,-0.01972532759476562,1.282887095646151,1.2248968514034675
2014-09-30,0.008671464927404858,0.007783320506443763,1.3026830710292718,1.242213936691718
2014-10-31,0.06924235287623168,0.040173780790947695,1.4621262647956055,1.332292147870779
2014-11-28,0.009748326225594073,0.001495409884180031,1.4861278748334366,1.3357798806015002
2014-12-31,-0.14716733866233625,-0.09471089862690456,1.1202510519199498,1.1145560691150882
2015-01-30,0.0,0.0,1.1202510519199498,1.1145560691150882
2015-02-27,0.019922147761955566,0.013631069271201562,1.1624910066687408,1.143379729371036
2015-03-31,-0.016508904466336266,-0.006637567900155905,1.1267906492303355,1.1291529008815178
2015-04-30,-0.04193764464703942,-0.03440982921371913,1.0375980587442672,1.0558891131922898
2015-05-29,-0.05633401363186752,-0.04504137478690667,0.9228119819267009,0.9632890411246748
2015-06-30,0.01408668224413042,0.00317077850459066,0.9498980233313088,0.9695141958145714
2015-07-31,-0.038166352677084604,-0.04005566411109486,0.8754775276884961,0.8906239967249898
2015-08-31,0.02368537322482432,0.011546020218979713,0.9198989129065689,0.9124531796176647
2015-09-30,0.06815719871824295,0.05552304406102811,1.0507538446324807,1.0186384017742296
2015-10-30,0.018634105160372706,0.025862996637364032,1.088967807431401,1.0708464399713704
2015-11-30,0.016633181517908338,0.002397060684082287,1.1237139881574745,1.0758103845553975
2015-12-31,-0.029701652924277237,-0.02062804706702197,1.0606361723707884,1.0329904702405757
2016-01-29,-0.006570120960953642,-0.0021241036862816656,1.047097543461796,1.0286721876885623
2016-02-29,0.015970970565875597,0.019973472715402132,1.0797916780739003,1.069191816277855
2016-03-31,0.010928895217908165,0.002319230467514439,1.102521503398647,1.073990748981298
2016-04-29,0.00653212373439397,0.0018740991129474818,1.116255434013071,1.0778776132042256
2016-05-31,0.03428207562808229,0.03312829514044405,1.1888050628502476,1.1467141560401766
2016-06-30,0.008162204705729967,0.010524449518388464,1.2066705378341696,1.1693071408058313
2016-07-29,0.025669895395668163,0.018772875887352086,1.2633155397130755,1.2100312745217257
2016-08-31,-0.00792110164089831,0.0006240055233896653,1.2453875872775835,1.2114103462438912
2016-09-30,0.00665997747791694,0.013653247826261492,1.2603418180380466,1.2416032797467178
2016-10-31,0.02301646117120653,0.015549506712903994,1.3123668877265735,1.276459104992807
2016-11-30,-0.014982350953619255,-0.015728797903843066,1.2777221954811258,1.2406531397940115
2016-12-30,0.023889937151749495,0.02131120817966557,1.332136835580315,1.2884041653145828
2017-01-31,0.00353880735132375,0.011511658434459053,1.3403898185583598,1.3147474924256777
2017-02-28,-0.03162701631402353,-0.026121716763471785,1.26637027158564,1.2542823140495778
2017-03-31,-0.021064833701938665,-0.0,1.2186295587076708,1.2542823140495778
2017-04-28,0.007624092096381374,-0.0006374814600292877,1.2355445947910124,1.2528452508686994
2017-05-31,0.023594424363755105,0.016528868009758564,1.2882909826446105,1.2900822326667196
2017-06-30,0.03380941514739852,0.024350709625436617,1.3656567624548903,1.3458473601327587
2017-07-31,-0.04715513508187853,-0.038080535344570135,1.2541038982639705,1.2565162368222569
2017-08-31,0.0,0.0,1.2541038982639705,1.2565162368222569
2017-09-29,-0.02137661918649083,-0.01656892958056,1.2059187776239972,1.2191281781969585
2017-10-31,-0.010593111083114809,-0.01385001508145832,1.1825512349722973,1.1883932194612417
2017-11-30,0.031429468605926054,0.027320650453299046,1.251147660492684,1.248181545664512
2017-12-29,-0.004660255082706781,-0.0052605277009526025,1.2406567381659497,1.2363549243667733
2018-01-31,-0.005490057453151641,-0.005654924304838667,1.2283554039406273,1.223708506550726
2018-02-28,0.015233538224357038,0.007220368337457734,1.2623011411640097,1.23976450104316
2018-03-30,0.012129577397826705,0.011717238915172418,1.2897418979529505,1.2660083568156049
2018-04-30,-0.008371435463431687,0.0017786860717660573,1.2705734714263217,1.2700388743183786
2018-05-31,-0.020696091204874336,-0.018102378583842223,1.2235814757743144,1.2289457712154284
2018-06-28,0.0,0.0,1.2235814757743144,1.2289457712154284
